text_raw,text_clean,label,platform
"Văn phong nhẹ nhàng, đầy ắp ký ức tuổi thơ. Đọc, ngẫm và nhận ra rằng đừng nên ép trẻ con làm người lớn sớm quá. Quả chín ép chẳng bao giờ ăn ngon. Cứ thuận theo tự nhiên sẽ tốt hơn. Cứ cảm giác như có một tâm hồn người lớn bên trong đứa trẻ ấy.",văn_phong nhẹ_nhàng đầy_ắp ký_ức tuổi_thơ đọc ngẫm nhận ra rằng đừng ép trẻ_con làm người_lớn sớm quá quả chín ép chẳng bao_giờ ăn ngon cứ thuận tự_nhiên tốt cứ cảm_giác tâm_hồn người_lớn bên đứa trẻ ấy,Positive,tiki
"một cuốn sách làm mình khóc khi phải đọc, mình thương cho nhân vật zeze khi còn quá bé mà phải hiểu chuyện; thương cho em vì đôi khi bị trút giận vô cớ; thương em vì em cũng muốn được yêu thương, muốn được nhìn nhận; thương em vì thấy bản thân mình trong đấy.

đọc xong thấy buồn lắm, giống như một phần đứa trẻ bên trong trái tim mình bị chết đi vậy. mong cho zeze ở một thế giới khác được yêu thương nhiều hơn, mong cho mỗi đứa trẻ trong tim của mỗi người đều được chữa lành.",cuốn sách làm khóc phải đọc thương nhân_vật zeze còn quá bé phải hiểu chuyện thương đôi_khi trút giận vô_cớ thương_em muốn yêu_thương muốn nhìn_nhận thương_em thấy bản_thân đấy đọc xong thấy buồn giống phần đứa trẻ bên trái_tim chết đi mong zeze thế_giới khác yêu_thương nhiều mong mỗi đứa trẻ tim mỗi người đều chữa lành,Positive,tiki
"Nếu không quen đọc sách nước ngoài thì khá “khó nuốt”. Chất lượng giấy in, màu, chữ in thì đều ổn",nếu quen đọc sách nước_ngoài khá khó nuốt chất_lượng giấy in màu chữ in đều ổn,Positive,tiki
"Cây cam ngọt của tôi – José Mauro de Vasconcelos

——

Zezé, cậu bé tinh nghịch nhưng cũng rất đáng yêu với ước mơ trở thành nhà thơ cổ thắt nơ. Lớn lên ở xóm ngoại ô nghèo,trong một gia đình nghèo khó, nỗi khổ bao vây, mặc kệ những lần bị hắt hủi, bị đánh bị mắng vì những trò nghịch của mình nhưng Zezé vẫn luôn giữ  trái tim thiện lương cùng trí tưởng tượng tuyệt vời của cậu bé con 5 tuổi- sắp 6 tuổi! Trẻ con thì luôn tuyệt vời luôn đáng yêu.

“ Ai đã ở trên đời, thì người đó đều xứng đáng được sinh ra, con ạ.” Và cuộc đời này luôn đáng sống! 
—-
Cũng k đến mức cảm động chảy nước mắt như nhiều người review nhưng câu chiện của Zezé - đáng để đọc và để giành mai mốt tặng Nâu ❤️",cây cam_ngọt josé mauro de vasconcelos zezé cậu bé tinh_nghịch nhưng đáng yêu ước_mơ trở_thành nhà_thơ cổ thắt_nơ lớn lên xóm ngoại_ô nghèo giá đình nghèo_khó nỗi khổ bao_vây mặc_kệ lần hắt_hủi đánh mắng trò_nghịch nhưng zezé luôn giữ trái_tim thiện lương cùng_trí tưởng_tượng tuyệt_vời cậu bé con tuổi sắp tuổi_trẻ_con luôn tuyệt_vời luôn đáng yêu ai trên đời người đều xứng_đáng sinh ra con cuộc_đời luôn đáng sống đến mức cảm_động chảy nước_mắt nhiều người review nhưng câu chiện zezé_đáng đọc giành mai_mốt tặng nâu,Positive,tiki
"Bìa sách đẹp lắm ạ, mình chưa đọc nội dung nên chưa biết có hay hay không, mà trước khi mình mua cuốn này mình có tìm hiểu kĩ nghe mọi người bảo hay nên mình mua đọc thử. Mình đặt tháng trước mà do tình hình dịch nên giờ mới có sách 🥰 Không sao!! Mình rất ưng về cuốn sách này.",bìa sách đẹp chưa đọc nội_dung chưa biết trước mua cuốn tìm_hiểu kĩ_nghe mọi người bảo mua đọc thử đặt tháng trước do tình_hình dịch giờ mới sách sao ưng cuốn sách,Positive,tiki
"nội dung thì không phải bàn. tiki giao hàng quá đỉnh, mình đặt lúc 8 rưỡi sáng đến 2 giờ chiều shipper đã gọi, 10 điểm cho tiki. sách đẹp, đóng gói gọn gàng.",nội_dung phải bàn tiki giao hàng quá đỉnh đặt lúc rưỡi sáng đến giờ chiều shipper gọi 10 điểm tiki sách đẹp đóng_gói gọn_gàng,Positive,tiki
"HÀNG CHUẨN 100% - GIÁ RẺ NHẤT THỊ TRƯỜNG
- Gửi hàng ngay sau khi nhận được đơn - Giao hàng toàn quốc, thanh toán khi nhận hàng
- Hỗ trợ đổi size thần tốc - Giải quyết mọi khiếu nại thắc mắc theo đúng quy định",hàng chuẩn 100 giá rẻ thị_trường gửi hàng ngay sau nhận đơn giao hàng toàn_quốc thanh_toán nhận hàng hỗ_trợ đổi size thần_tốc giải_quyết mọi khiếu_nại thắc_mắc đúng quy_định,Positive,tiki
"Giao hàng cực nhanh! Một cuốn sách hay và cho chúng ta biết 1 điều “cuộc sống này sẽ thật *** khổ nếu thiếu lòng yêu thương và niềm trắc ẩn”💙. Cảm ơn Ông Bồ❤️, và yêu “tiểu tóc hung”!",giao hàng cực nhanh cuốn sách chúng_ta biết điều cuộc_sống thật khổ nếu thiếu_lòng yêu_thương niềm trắc_ẩn cảm_ơn ông bồ yêu tiểu_tóc hung,Positive,tiki
"Giao hàng nhanh, sách đẹp.
Một câu chuyện hay, cậu bé với tuổi thơ nhiều điều biến đổi, những va vấp đầu đời và những suy nghĩ trẻ thơ nhưng lại đầy nghị lực và luôn giữ một tâm hồn đẹp, thánh thiện. Một cuốn sách đáng để đọc và có trong bộ sưu tập của bạn",giao hàng nhanh sách đẹp câu_chuyện cậu bé tuổi_thơ nhiều điều_biến_đổi va_vấp đầu_đời suy_nghĩ trẻ_thơ nhưng đầy nghị_lực luôn giữ tâm_hồn đẹp thánh_thiện cuốn sách đáng đọc bộ sưu_tập,Positive,tiki
"mọi người ơi nên mua để đọc nhé, câu chuyện chạm đến trái tim mình. Khóc rất nhiều khi đọc chương 4 😭",mọi người mua đọc câu_chuyện chạm đến trái_tim khóc nhiều đọc chương,Positive,tiki
"Lần đầu tiên phải đáng giá 1 sao cho Tiki vì sách giao không hề có chống xốc hay bất cứ gì. Đối với những người quý sách thì 1 vết dơ trên sách thôi đã đủ để gây khó chịu r chứ chưa nói là sách bị móp cả gáy sách ntn. Thực sự tiki giao hàng rất sơ sài, đã có nhiều góp ý nhưng kg hề thấy 1 sự cải thiện nào cho những đơn hàng tiếp theo.quá bực mình cho 1 buổi chiều
Đã đánh giá 1 sao vì làm hư sách nhưng phải quay lại đánh giá 5 sao vì mình muốn nhiều bạn biết đến tác phẩm này hơn. Thực sự là 1 vết khuyết trong tim mình nếu kg đọc tác phẩm này ít nhất 1 lần trong đời. Cảm ơn những bạn gửi đánh giá nội dung sách khá chi tiết để mình có thể cân nhắc và mua. Cảm ơn các bạn rất nhiều! Nhờ các bạn mà mình mới tình cờ biết đến 1 tác phẩm kinh điển nv!",lần đầu_tiên phải đáng_giá sao tiki sách giao hề chống xốc bất_cứ gì đối_với người quý_sách vết dơ trên sách đủ gây khó_chịu rồi chứ chưa nói sách móp cả gáy sách ntn thực_sự tiki giao hàng sơ_sài nhiều góp_ý nhưng kg hề thấy sự cải_thiện nào đơn hàng tiếp_theo quá bực_mình buổi chiều đánh_giá sao làm hư sách nhưng phải quay đánh_giá sao muốn nhiều biết đến tác_phẩm thực_sự vết khuyết tim nếu kg đọc tác_phẩm ít_nhất lần đời cảm_ơn gửi đánh_giá nội_dung sách khá chi_tiết có_thể cân_nhắc mua cảm_ơn nhiều nhờ mới tình_cờ biết đến tác_phẩm kinh_điển nhân_viên,Positive,tiki
"Cá nhân mình khi đọc cuốn sách này những trang đầu không có gì cuốn lắm nhưng không hiểu sao càng đọc càng thấy có gì đó đọng lại. Lời văn, nội dung nhẹ nhàng nhưng giàu cảm xúc khiến mình cảm động và đồng cảm với những gì mà Zeze thể hiện và trải qua. Thật sự đây là cuốn sách ý nghĩa và phù hợp với mọi lứa tuổi",cá_nhân đọc cuốn sách trang_đầu gì cuốn nhưng hiểu sao càng đọc càng thấy gì đọng lời văn_nội_dung nhẹ_nhàng nhưng giàu cảm_xúc khiến cảm_động đồng_cảm gì zeze thể_hiện trải thật_sự cuốn sách ý_nghĩa phù_hợp mọi lứa tuổi,Positive,tiki
"Trước giờ tin tưởng Tiki và Fahasa giao sách rất tốt mà nay giao cuốn lỗi như thế này, mình rất thất vọng",trước giờ tin_tưởng tiki fahasa giao sách tốt nay giao cuốn lỗi thế_này thất_vọng,Negative,tiki
"Cuốn này mình không biết liệu nó có phải là một cái kết mở hay không nhưng mình thấy nó có vẻ hơi cụt, tuy vậy nhưng mình đã rất xúc động khi đọc cuốn sách này, mình chưa từng rơi vào một tình huống như cậu bé trong sách bao giờ nhưng thật sự thấy rất thương và hiểu được vì sao những thứ đó lại quan trọng và ý nghĩa với cậu đến vậy. Mình siu thích cuốn này, nhẹ nhàng nhưng sâu lắng, nói chung ok nhen.",cuốn biết liệu nó phải cái kết_mở nhưng thấy nó có_vẻ hơi_cụt tuy_vậy nhưng xúc_động đọc cuốn sách chưa từng rơi vào tình_huống cậu bé sách bao_giờ nhưng thật_sự thấy thương hiểu sao thứ quan_trọng ý_nghĩa cậu đến siu_thích cuốn nhẹ_nhàng nhưng sâu_lắng nói_chung tốt nhen,Positive,tiki
"Cầu chuyện về thế giới nội tâm của một cậu bé thông minh lém lĩnh và những mô tả cảm xúc nội tâm của những đứa bé về thế giới thật rộng lớn, kể cả những nỗi đau mà cậu đã đi qua qua lời văn của tác giả cũng khiến người đọc cảm thấy chân thật",cầu chuyện thế_giới nội_tâm cậu bé thông_minh lém_lĩnh mô_tả cảm_xúc nội_tâm đứa bé thế_giới thật rộng_lớn kể_cả nỗi đau cậu đi lời_văn tác_giả khiến người đọc cảm_thấy chân_thật,Positive,tiki
"Sách nguyên vẹn, nhưng mấy đường viền cạnh bìa hơi bị tróc do không có bọc sách, nên lúc lấy hàng mọi người đừng lắc lắc hộp nhé. Hàng giao nhanh.
bonus: Hãy mua về đọc, để cảm nhận từng điều thuần khiết bên trong Zezé - một cậu bé thiên thần, nhưng lại bị coi có máu quỷ bên trong. sự thuần khiết cho ta cảm nhận vị ngọt của cam nhưng rất đỗi đắng ngắt.",sách nguyên_vẹn nhưng mấy đường viền cạnh bìa hơi tróc do bọc sách lúc lấy hàng mọi người đừng lắc lắc hộp hàng giao nhanh bonus hãy mua đọc cảm_nhận từng điều thuần_khiết bên zezé cậu bé thiên_thần nhưng coi máu quỷ bên sự thuần_khiết ta cảm_nhận vị ngọt cam nhưng rất_đỗi đắng_ngắt,Positive,tiki
Có vài chữ in chưa nét mong khác phục,vài chữ in chưa nét mong khác phục,Positive,tiki
"Giao nhanh như 1 cơn gió, tối đặt sáng đã có. Nhưng đúng là đóng gói sơ sài thật mng ạ. K hề có seal hay bọc chống sốc nhe. Kiểu này nhiều đơn là hỏng sách liền",giao nhanh cơn gió tối đặt sáng nhưng đúng đóng_gói sơ_sài thật mng hề seal bọc chống sốc nhe kiểu nhiều đơn hỏng sách liền,Positive,tiki
"Có spoil
Tôi đã khóc suốt 2 tiếng đồng hồ và mắt đang đau nhức khi viết những dòng này. Có những người bước đến, họ lấp đầy những giọt hạnh phúc vào từng vết nứt trong trái tim, khiến chúng đc an ủi và thôi ko rỉ máu. Để rồi lại ra đi, làm tan vỡ hoàn toàn trái tim người ở lại
Chúng ta trưởng thành từ những nỗi đau, nhưng ko ai muốn đau sớm như vậy cả",spoil khóc suốt tiếng đồng_hồ mắt đau_nhức viết dòng người bước đến lấp đầy giọt hạnh_phúc vào từng vết nứt trái_tim khiến an_ủi rỉ máu rồi ra đi làm tan_vỡ hoàn_toàn trái_tim người chúng_ta trưởng_thành nỗi đau nhưng ai muốn đau sớm như_vậy cả,Positive,tiki
"Nội dung thực sự rung động đến cả những trái tim lạnh lẽo nhất, một cuốn sách không quá dày lại có thể xây dựng một nhân vật có chiều sâu nội tâm vượt xa tưởng tượng",nội_dung thực_sự rung_động đến cả trái_tim lạnh_lẽo cuốn sách quá dày có_thể xây_dựng nhân_vật chiều sâu nội_tâm vượt xa tưởng_tượng,Positive,tiki
"Thường xuyên mua sách Tiki nhưng đây là lần đầu tiên mình viết nhận xét cho một tác phẩm. Mình đã khóc đi đọc đến đoạn trái tim cậu bé vỡ vụn như thế nào trước trận đòn của anh chị và người ba của em. Tác phẩm này là một sự đồng cảm những ai có một tuổi thơ hay bị đòn roi vì nghịch ngợm và khác biệt với anh chị trong gia đình; đồng thời cũng dành những bậc cha mẹ hay chửi mắng, đánh đập con cái một lần nữa nhìn lại mình; và dành cho tất cả chúng ta hiểu trẻ con đáng yêu ra sao, cần được yêu thương và quan tâm nhiều thế nào.
Điểm trừ là bản dịch về phần sau có sự sai lệch về ngôi thứ người kể chuyện: lúc xưng tôi, lúc là tớ. 
Tựu trung, xúc động và chân thực hơn Hoàng Tử Bé.",thường_xuyên mua sách tiki nhưng lần đầu_tiên viết nhận_xét tác_phẩm khóc đi đọc đến đoạn trái_tim cậu bé vỡ vụn như_thế_nào trước trận đòn anh_chị người ba tác_phẩm sự đồng_cảm những_ai tuổi_thơ đòn roi nghịch_ngợm khác_biệt anh_chị giá đình đồng_thời dành bậc cha_mẹ chửi mắng đánh_đập con_cái lần nữa nhìn dành tất_cả chúng_ta hiểu trẻ_con đáng yêu ra sao cần yêu_thương quan_tâm nhiều thế_nào điểm trừ bản dịch phần sau sự sai_lệch ngôi thứ người kể chuyện lúc xưng lúc tớ_tựu trung_xúc_động chân_thực hoàng_tử bé,Positive,tiki
"Lúc đó, đang lướt đọc review thì thấy sách này. Mình rất ấn tượng với tiêu đề và màu bìa. Chắc hợp với tâm trạng mình lúc đó. Mọi người review hay… nên mình đã order ngay sau 30p. Mình đọc quyển này trong 2 ngày. Và nói thật, bây giờ mình vẫn thấy sao truyện ngắn thế… ước gì dài thêm. Nếu ai đã từng đọc tác phẩm nào của nhà văn Nguyễn Nhật Ánh rồi thì mình nghĩ sẽ rất dễ đọc quyển này. Vì nó viết về trẻ con, nhưng trẻ con trong quyển này rất khác. Nó nghịch, rất nghịch, siêu nghịch còn trẻ con trong NNA thì lại khá ngoan. Cậu nhóc Tete trong quyển này sao mà đáng thương quá, cậu chỉ mới lên 5 tuổi nhưng đã chịu những trận đòn tai quái từ chính cha, anh trai, chị gái cậu 😞 thậm chí mọi người còn đánh cậu đến mức đổ bệnh, méo miệng, chảy máu, khắp người đều là vết thương. Nhưng Tete ăn đòn cũng là vì cậu nghịch và bày trò rất nhiều, cậu thậm chí còn nghĩ ra trò đi đốt hàng rào nhà hàng xóm mà. Tuy nhiên, nghịch ngợm không phải là tất cả ngon người của Tete, cậu nhóc cũng rất yêu thương động vật, cây cối và đối xử rất tốt với mọi người. Sở dĩ quyển này có tên là Cây cam ngọt của tôi là vì bạn thân của Tete là 1 cây cam, Tete tâm sự hằng ngày vs cây cam về tất cả mọi chuyện, cũng chính cây cam đã an ủi và động viện cậu. Kể cả khi sau những trận đòn roi từ cha, cậu cũng hát tặng cha 1 bài hát. Đối với mình, quyển tự truyện này không riêng gì dành cho trẻ nhỏ mà người lớn cũng nên đọc. Thực sự, nó rất hay… ☺️ Tete biết mình nghịch ngợm và cậu luôn nghĩ có 1 con quỷ trong người cậu, thế nên cậu luôn ước rằng giá như có 1 Chúa Hài Đồng trong người cậu. Quyển tự truyện đưa người đọc từ đau thương vì thấy cậu bị cha đánh, và sau đó lại được ôm ấp vì chính sự dịu dàng của cậu. Cậu bị đánh nhiều đến nỗi mà “Từ giờ tôi chỉ muốn xem phim tình cảm với thật nhiều nụ hôn và những cái ôm, trong đó mọi người đều yêu quý nhau. Vì tôi chẳng được tích sự gì, sinh ra chỉ để bị đánh đập thôi, nên ít nhất tôi có thể xem những người khác yêu quý nhau.” 

Cực kì highly recommend đọc quyển này ạ. Không hối hận chút nào đâu ❤️",lúc lướt đọc review thấy sách ấn_tượng tiêu_đề màu bìa chắc_hợp tâm_trạng lúc mọi người review order ngay sau 30 đọc quyển ngày nói thật bây_giờ thấy sao truyện_ngắn thế_ước gì dài thêm nếu ai từng đọc tác_phẩm nào nhà_văn nguyễn_nhật_ánh rồi nghĩ dễ đọc quyển nó viết trẻ_con nhưng trẻ_con quyển khác nó nghịch nghịch siêu_nghịch còn trẻ_con nna khá ngoan_cậu nhóc tete quyển sao đáng thương quá cậu mới lên tuổi nhưng chịu trận đòn tai_quái chính cha anh_trai chị_gái cậu thậm_chí mọi người còn đánh_cậu đến mức đổ bệnh méo_miệng chảy_máu khắp người đều vết_thương nhưng tete ăn đòn cậu nghịch bày_trò nhiều cậu thậm_chí còn nghĩ ra_trò đi đốt hàng_rào nhà hàng_xóm tuy_nhiên nghịch_ngợm phải tất_cả ngon người tete cậu nhóc yêu_thương động_vật cây_cối đối_xử tốt mọi người sở_dĩ quyển tên cây cam_ngọt thân tete cây cam_tete tâm_sự hằng ngày cây cam tất_cả mọi chuyện chính cây cam an_ủi động_viện cậu kể_cả sau trận đòn roi cha cậu hát tặng cha bài hát đối_với quyển tự truyện riêng gì dành trẻ nhỏ người_lớn cũng_nên đọc thực_sự nó tete biết nghịch_ngợm cậu luôn nghĩ con quỷ người cậu cậu luôn ước rằng giá chúa hài đồng người cậu quyển tự truyện đưa người đọc đau_thương thấy cậu cha đánh sau ôm_ấp chính sự dịu_dàng cậu cậu đánh nhiều đến_nỗi giờ muốn xem phim tình_cảm thật nhiều nụ_hôn cái ôm mọi người đều yêu quý nhau chẳng tích_sự gì sinh ra đánh_đập ít_nhất có_thể xem người khác yêu quý nhau cực_kì highly_recommend đọc quyển hối_hận chút nào đâu,Positive,tiki
"Gói hàng cẩu thả, có duy nhất 1 miếng bọc thực phẩm, hơi rách nhẹ",gói hàng cẩu_thả duy_nhất miếng bọc thực_phẩm hơi rách nhẹ,Neutral,tiki
"Cuốn này mình biết đến nó là do idol đọc, nó đã khá nổi lên đợt đấy. Nhiều đánh giá khen hay và cũng có đánh giá chê bai, mình đã khá lưỡng lự khi cho em nó vào diện thanh toán. Mong rằng đa số thắng thiểu số, em nó sẽ ko làm mình thất vọng",cuốn biết đến nó do idol đọc nó khá nổi lên đợt đấy nhiều đánh_giá khen đánh_giá chê bai khá lưỡng_lự nó vào diện thanh_toán mong rằng đa_số thắng_thiểu_số nó làm thất_vọng,Positive,tiki
"Sách hay cực kỳ. Đọc được một nửa thôi thì mình đã giới thiệu cho rất nhiều người tìm đọc, vì mình muốn lan tỏa sự ngọt ngào của cây cam này. Truyện ngắn cảm động, mình khóc rất nhiều vì thương Zeze, thương những người thương Zeze ❤",sách cực_kỳ đọc một_nửa giới_thiệu nhiều người tìm đọc muốn lan_tỏa sự ngọt_ngào cây cam truyện_ngắn cảm_động khóc nhiều thương zeze_thương người thương zeze,Positive,tiki
"Cây cam ngọt của tôi có bìa màu cam, nhưng là một tông cam tối, mà sao mình thấy nó rất đẹp và có gì đó ấm áp...
Mình mua cuốn này vì đọc 1 review rất hay về nó
Mình mua 4 cuốn sách lần này đều là của Nhã Nam, và ko thể hài lòng hơn nữa ạ!
Cảm ơn Nhã Nam, cảm ơn tiki nhé!",cây cam_ngọt bìa màu cam nhưng tông cam_tối sao thấy nó đẹp gì ấm_áp mua cuốn đọc review nó mua cuốn sách lần đều nhã_nam không_thể hài_lòng hơn_nữa cảm_ơn nhã_nam cảm_ơn tiki,Positive,tiki
Chất lượng sách tốt! Đóng gói cẩn thận!,chất_lượng sách tốt đóng_gói cẩn_thận,Positive,tiki
"Câu chuyện cảm động về cậu bé Zezé, về nỗi xót xa khi lớn lên trong cái nghèo. Tuy vậy cậu bé vẫn mang 1 tâm hồn nhạy cảm, trắc ẩn và đôi lúc ngây thơ, đôi lúc lại như ông cụ non.

Tiki giao hàng đầy đủ, đóng gói cẩn thận, sách nguyên vẹn khi đến tay",câu_chuyện cảm_động cậu bé zezé nỗi xót_xa lớn lên cái nghèo tuy_vậy cậu bé mang tâm_hồn nhạy_cảm trắc_ẩn đôi_lúc ngây_thơ đôi_lúc ông cụ non_tiki giao hàng đầy_đủ đóng_gói cẩn_thận sách nguyên_vẹn đến tay,Positive,tiki
"Mình khá buồn về cách gói hàng của Tiki, không biết là do gần Tết nên việc đóng gói và vận chuyển ko còn cẩn thận được như trước. Hầu hết các đầu, góc sách mình mua đều bị lỗi va đập và để lại vết ko đẹp. Tiki cũng ko bọc màng chống sốc hay gì đó vào mà chỉ để vài cuốn sách trong cái hộp vậy thôi. Từ Nam ra Bắc nên sách cũng bị ảnh hưởng ít nhiều. Mong Tiki chú ý hơn để khách hàng sau có những trải nghiệm tốt hơn khi sử dụng dịch vụ. Mình cảm ơn!",khá buồn cách gói hàng tiki biết do gần tết việc đóng_gói vận_chuyển còn cẩn_thận trước hầu_hết đầu góc sách mua đều lỗi va_đập vết đẹp tiki bọc_màng chống sốc gì vào vài cuốn sách cái hộp nam ra bắc sách ảnh_hưởng ít_nhiều mong tiki chú_ý khách_hàng sau trải_nghiệm tốt sử_dụng dịch_vụ cảm_ơn,Neutral,tiki
Sách hay gợi lên tình cảm tình yêu thương nơi mỗi con người.,sách gợi lên tình_cảm_tình yêu_thương nơi mỗi con_người,Positive,tiki
tuyệt vời,tuyệt_vời,Positive,tiki
"Có lẽ đây là cuốn sách lần đầu tiên mình đọc lấy đi nhiều nước mắt của mình còn hơn cuốn “một lút nước mắt” - Nói sao nhỉ. Mình thấy đau nhất ở cảnh đứa bé bị 2 trận đòn liên tiếp. Những đau khổ hiển hiện trên khuôn mặt của cậu bé vừa đáng thương kia làm mình vừa giận vừa yêu. Mình cảm thấy tiếc cho cậu bé không phải chỉ vì ở độ tuổi quá nhỏ mà biết nhiều thứ, cái mình tiếc là nó được đặt trong một môi trường thiếu tình thương từ gia đình. Một môi trường do cái nghèo đã nảy sinh ra bao nhiêu là chuyện gán lên người thằng bé",có_lẽ cuốn sách lần đầu_tiên đọc lấy đi nhiều nước_mắt còn cuốn lút nước_mắt nói sao nhỉ thấy đau cảnh đứa bé trận đòn liên_tiếp đau_khổ hiển_hiện trên khuôn_mặt cậu bé vừa đáng thương_kia làm vừa giận vừa yêu cảm_thấy tiếc cậu bé phải độ tuổi quá nhỏ biết nhiều thứ cái tiếc nó đặt môi_trường thiếu tình_thương giá đình môi_trường do cái nghèo nảy_sinh ra bao_nhiêu chuyện gán lên người thằng bé,Positive,tiki
"Tác phẩm hay khỏi bàn, cuốn sách khiến mình nghẹn ngào hơn tất thảy những cuốn sách mình đã đọc hay kể cả những bộ phim mình từng xem trước đây. Cảm xúc của nhân vật chân thực và dường như đã chạm tới những gì sâu thẳm nhất trong mình mà bình thường mình cố cất gọn đi. trước mình đã mua một cuốn cho mình đọc, nay mua cuốn thứ 2 để tặng bạn. Mình nghĩ trong đời ko đọc tác phẩm như này là một thiệt thòi cho tâm hồn. Một tác phẩm cho trẻ em, cho cả người lớn...",tác_phẩm khỏi bàn cuốn sách khiến nghẹn_ngào tất_thảy cuốn sách đọc kể_cả bộ phim từng xem trước_đây cảm_xúc nhân_vật chân_thực dường_như chạm tới gì sâu_thẳm bình_thường cố cất gọn đi trước mua cuốn đọc nay mua cuốn thứ tặng nghĩ đời đọc tác_phẩm thiệt_thòi tâm_hồn tác_phẩm trẻ_em cả người_lớn,Positive,tiki
Sách hay,sách,Positive,tiki
"Bìa sách nhìn thật ngọt. Mà nội dung thì thật buồn. Zeze từ 1 cậu bé ngây thơ, hiếu động đã phải trải qua những chn thật buồn, đau đớn để từ đó phải lớn lên trước tuổi thật của em.",bìa sách nhìn thật ngọt nội_dung thật buồn zeze cậu bé ngây_thơ hiếu_động phải trải chn thật buồn đau_đớn phải lớn lên trước tuổi thật,Positive,tiki
"Một cuốn sách hay, một góc nhìn mới mẻ. Nhưng tất cả đều buồn và tốn nhiều nc mắt. Dù cho ko phải 1 tấn bi kịch nhưng có những tình tiết mà ko thể ko khóc",cuốn sách góc nhìn mới_mẻ nhưng tất_cả đều buồn tốn nhiều nc mắt dù phải tấn bi_kịch nhưng tình_tiết không_thể khóc,Positive,tiki
"Shipper gọi tôi ra nhận sách, ra cổng thì ko có ai, lát sau shipper mới tới. Phải chạy lên chạy xuống thang bộ 5 tầng lầu 4 lần  mới nhận được sách. Bực cả mình -.-",shipper gọi ra nhận sách ra cổng ai lát sau shipper mới tới phải chạy lên chạy xuống thang_bộ tầng lầu lần mới nhận sách bực_cả,Negative,tiki
Sách hay đóng gói xơ xài không có seal tình trạng sách như hình,sách đóng_gói xơ_xài seal tình_trạng sách hình,Neutral,tiki
"-	Dịch vụ: TIKI – FAHASA giao hàng nhanh hú hồn. Đóng gói chắc chắn, thùng carton cứng cáp, dán băng keo kĩ. Mọi thứ đều mới, không móp, nhăn gáy, ngoại quan sáng ngời ngời nhé. Anh shipper lịch sự.
-	Hình thức: Bìa mềm. Màu sắc bìa sống động. Giấy vàng, thơm, độ dày giấy tương đối, sờ mịn và êm tay, có thể thấy chữ lờ mờ nổi lên từ trang sau. Chữ in rõ nét, đều màu, không lem hay nhạt. Tóm lại, hình thức được trau chuốt kĩ từ ngoài vào trong.
-	Nội dung: Mình sẽ không đề cập vấn đề này ở đây vì đã có quá nhiều lời nhận xét review chi tiết, không cần thêm một người câu từ lủng củng như mình nhận xét nữa. Với lại, mình tin là ai chọn mua sách thì đã phần nào tìm hiểu về nó rồi mới ra quyết định.",dịch_vụ tiki fahasa giao hàng nhanh hú_hồn đóng_gói chắc_chắn thùng carton cứng_cáp dán băng_keo kĩ_mọi thứ đều mới móp nhăn_gáy ngoại_quan sáng ngời ngời shipper lịch_sự hình_thức bìa mềm màu_sắc bìa sống_động giấy vàng thơm_độ dày giấy tương_đối sờ_mịn êm_tay có_thể thấy chữ lờ_mờ nổi lên trang sau chữ in rõ nét đều màu lem nhạt_tóm_lại hình_thức trau_chuốt kĩ ngoài vào nội_dung đề_cập vấn_đề quá nhiều lời nhận_xét review chi_tiết cần thêm người câu lủng_củng nhận_xét nữa với_lại tin ai chọn mua sách phần_nào tìm_hiểu nó rồi mới ra quyết_định,Positive,tiki
"Cuốn tiểu thuyết mang màu sắc tự truyện nói về Zezé – một cậu bé 5 tuổi rưỡi mộng mơ nhất, tinh tế nhất và cũng cô đơn nhất trong thế giới của riêng mình.
Mỗi người đều từng là một đứa trẻ, nhưng không phải ai cũng mang một trái tim nhạy cảm và khám phá thế giới với những kiến giải vừa mộng mơ vừa đầy lòng trắc ẩn tựa như một “chàng trai” vốn đã sớm hiểu được nhiều chuyện ngoài tầm tuổi. 
Đây không chỉ là một tác phẩm dành cho thiếu nhi mà còn dành cho cả người lớn để thấu hiểu và không làm tổn thương những trái tim non trẻ.",cuốn tiểu_thuyết mang màu_sắc tự truyện nói zezé cậu bé tuổi rưỡi mộng_mơ tinh_tế cô_đơn thế_giới riêng mỗi người đều từng đứa trẻ nhưng phải ai mang trái_tim nhạy_cảm khám_phá thế_giới kiến_giải vừa mộng_mơ vừa đầy lòng trắc_ẩn tựa chàng trai vốn sớm hiểu nhiều chuyện ngoài tầm tuổi không_chỉ tác_phẩm dành thiếu_nhi mà_còn dành cả người_lớn thấu_hiểu làm tổn_thương trái_tim non_trẻ,Positive,tiki
"Tiki tranding nên cải thiện về khâu đóng gói . Hộp có vài chỗ bị móp và băng keo bị dư làm hộp bị xấu đi , nên cho gói thêm chống xốc , nhưng không ảnh hưởng tới sách . Hi vọng tiki tranding có thể cải thiện về khâu đóng gói cẩn thận , mang trải nghiệm tốt nhất cho khách hàng!",tiki tranding cải_thiện khâu đóng_gói hộp vài chỗ móp băng_keo dư làm hộp xấu đi gói thêm chống xốc nhưng ảnh_hưởng tới sách hi_vọng tiki tranding có_thể cải_thiện khâu đóng_gói cẩn_thận mang trải_nghiệm tốt khách_hàng,Positive,tiki
